Channel ID,Channel auto-moderation in live chat,Video default allowed comments type,Video default targeted audience,Video default licence,Video default location latitude,Video default location longitude
UC3JQ2hJfqdxiwpRBdEClq6A,false,Hold potentially inappropriate comments for review,Not set,Not set,0,0





